962,0,2,0,0,3,7,3,3,0
0,1119,3,0,0,1,5,1,6,0
7,2,986,6,5,2,5,8,9,2
0,2,7,957,0,21,0,6,8,9
1,0,2,1,946,1,9,3,2,17
8,1,1,6,2,856,8,1,5,4
8,3,1,0,5,12,926,0,2,1
2,4,17,4,4,0,0,980,1,16
4,1,4,15,5,13,9,8,911,4
5,6,3,11,25,3,1,16,4,935
